2012
6
7
6
7
7
14
3
6
5
3
5
4
4
5
6
6
4
10
6
5
19
4
1
3
5
9
3
5
6
11
18
1
1
3
5
1
3
4
3
6
5
1
6
4
2
7
16
7
5
14
3
16
0
