date,sentiment
2016-07-27 17:19:57,0.375
2016-07-27 16:52:42,0.375
2016-07-27 15:55:34,0
2016-07-27 02:01:43,0.25
2016-07-27 02:00:29,0
2016-07-26 22:16:04,0.125
2016-07-26 18:22:14,0.75
2016-07-26 18:16:36,0
2016-07-25 15:37:39,0.625
2016-07-23 01:35:46,0
2016-07-23 01:34:30,0
2016-07-22 05:50:03,0
2016-07-21 05:53:01,-0.875
2016-07-21 04:58:40,1.125
2016-07-21 04:54:09,1.125
2016-07-21 01:39:21,0
2016-07-21 01:06:47,0.25
2016-07-21 00:57:51,0
2016-07-20 20:20:36,0
2016-07-20 19:07:53,0
2016-07-20 19:07:36,0.25
2016-07-20 18:25:26,0
2016-07-20 18:01:55,0
2016-07-20 16:56:28,1.125
2016-07-20 15:21:56,-0.375
2016-07-20 14:58:31,0
2016-07-20 14:37:26,-0.75
2016-07-19 16:28:06,0.75
2016-07-19 16:25:16,0
2016-07-19 15:12:29,0
2016-07-18 22:28:53,2
2016-07-18 22:23:23,0.875
2016-07-18 20:42:23,0
2016-07-18 20:29:33,-0.625
2016-07-18 09:18:05,-0.375
2016-07-18 06:49:32,0.625
2016-07-18 05:20:14,0
2016-07-18 05:14:04,0
2016-07-18 02:01:35,0.375
2016-07-17 22:25:27,0.625
2016-07-17 22:13:06,-0.875
2016-07-17 22:03:02,1
2016-07-17 21:43:47,0
2016-07-17 21:16:33,-0.875
2016-07-17 20:36:13,1.375
2016-07-17 20:20:00,0
2016-07-17 20:17:28,-0.5
2016-07-17 20:09:05,1.125
2016-07-17 14:41:42,0
2016-07-17 14:41:08,1.25
2016-07-17 12:23:22,0
2016-07-17 01:14:24,0.375
2016-07-16 22:51:49,0.5
2016-07-16 18:42:53,-0.75
2016-07-16 12:01:47,-0.625
2016-07-16 11:32:14,0
2016-07-16 11:25:42,-0.5
2016-07-16 11:13:51,0
2016-07-16 11:12:22,0
2016-07-16 11:11:37,0.875
2016-07-16 10:35:51,1.5
2016-07-15 06:55:15,0
2016-07-15 06:50:31,0
2016-07-15 06:49:07,-0.25
2016-07-15 03:36:19,0
2016-07-15 03:21:44,-0.125
2016-07-15 03:14:07,-0.5
2016-07-15 03:11:03,0
2016-07-15 03:02:49,0.625
2016-07-15 03:01:08,0
2016-07-15 02:59:06,-1.125
2016-07-15 02:42:42,0.875
2016-07-14 21:58:49,0
2016-07-14 21:17:04,-1.125
2016-07-14 20:03:57,0.375
2016-07-14 09:42:31,0.875
2016-07-13 07:15:25,0.375
2016-07-12 04:27:33,0
2016-07-12 04:23:16,0
2016-07-12 01:47:27,-0.25
2016-07-11 07:33:29,0.25
2016-07-10 22:43:53,-0.25
2016-07-10 22:38:39,0.625
2016-07-10 19:09:44,0.75
2016-07-10 18:15:58,-0.25
2016-07-10 18:15:28,0
2016-07-10 18:11:18,0
2016-07-10 18:02:57,0.875
