2016
-0.875
-2.75
1
0
1
2.125
3.125
-0.125
0.375
0
0.375
0
9.125
4.125
1.25
1.75
6.375
4.125
4.5
1.75
2.875
6
-3.125
-5.25
-2.875
-2.75
2.75
4.5
5.5
2.875
0.125
1.5
-0.5
-1.25
2.125
0.5
-0.5
3.375
5.75
6.375
1
2.125
2.75
4.875
0.875
-0.5
2.125
-0.5
0.875
-0.5
2.25
-1.375
-0.25
