2016
3
19
8
0
2
12
18
15
17
6
5
1
83
39
9
12
39
18
20
19
12
20
24
15
4
11
44
42
30
26
3
13
5
9
12
14
24
20
38
22
15
30
23
39
5
25
12
2
7
7
27
8
2
